,spent_rate,customer_state,customer_city,customer_count,total_spent,customer_count_percent,total_spent_percent
6147,med,SP,santa cruz da conceicao,1,95.0,0.0010510605200647453,0.0008682819975342472
6148,med,PR,jesuitas,1,94.95,0.0010510605200647453,0.0008678250070092293
6149,low,RJ,paraiba do sul,2,94.9,0.0021021210401294906,0.0008673680164842112
6150,med,BA,casa nova,1,94.9,0.0010510605200647453,0.0008673680164842112
6151,med,BA,ibotirama,1,94.9,0.0010510605200647453,0.0008673680164842112
6152,med,CE,aratuba,1,94.9,0.0010510605200647453,0.0008673680164842112
6153,med,GO,goiandira,1,94.9,0.0010510605200647453,0.0008673680164842112
6154,med,GO,itaberai,1,94.9,0.0010510605200647453,0.0008673680164842112
6155,med,SC,seara,1,94.9,0.0010510605200647453,0.0008673680164842112
6156,low,MG,medina,2,94.89,0.0021021210401294906,0.0008672766183792077
6157,low,RS,rosario do sul,3,94.85000000000001,0.003153181560194236,0.0008669110259591933
6158,low,MG,capinopolis,3,94.8,0.003153181560194236,0.0008664540354341751
6159,low,MG,patrocinio do muriae,2,94.8,0.0021021210401294906,0.0008664540354341751
6160,med,SC,monte carlo,1,94.5,0.0010510605200647453,0.000863712092284067
6161,low,MT,primavera do leste,3,94.3,0.003153181560194236,0.0008618841301839948
6162,low,SP,primavera,3,94.19,0.003153181560194236,0.0008608787510289552
6163,low,SC,ponte serrada,2,94.0,0.0021021210401294906,0.0008591421870338867
6164,med,MS,caracol,1,94.0,0.0010510605200647453,0.0008591421870338867
6165,low,GO,portelandia,2,93.99000000000001,0.0021021210401294906,0.0008590507889288831
6166,med,PA,mae do rio,1,93.99,0.0010510605200647453,0.000859050788928883
6167,low,MG,dores de campos,3,93.97999999999999,0.003153181560194236,0.0008589593908238795
6168,med,CE,abaiara,1,93.9,0.0010510605200647453,0.0008582282059838507
6169,low,MG,aimores,3,93.89,0.003153181560194236,0.0008581368078788471
6170,low,PR,entre rios do oeste,3,93.89,0.003153181560194236,0.0008581368078788471
6171,low,RJ,bom jardim,3,93.89,0.003153181560194236,0.0008581368078788471
6172,low,MS,ladario,2,93.89,0.0021021210401294906,0.0008581368078788471
6173,low,SC,apiuna,4,93.8,0.004204242080258981,0.0008573142249338147
6174,low,SP,caconde,2,93.8,0.0021021210401294906,0.0008573142249338147
6175,med,PE,timbauba,1,93.8,0.0010510605200647453,0.0008573142249338147
6176,low,BA,sobradinho,2,93.78999999999999,0.0021021210401294906,0.000857222826828811
6177,low,BA,serrinha,3,93.69999999999999,0.003153181560194236,0.0008564002438837785
6178,med,ES,dores do rio preto,1,93.5,0.0010510605200647453,0.0008545722817837066
6179,med,MG,conquista,1,93.5,0.0010510605200647453,0.0008545722817837066
6180,med,MG,santa helena de minas,1,93.45,0.0010510605200647453,0.0008541152912586884
6181,low,MG,alto rio doce,3,93.44999999999999,0.003153181560194236,0.0008541152912586883
6182,low,MT,matupa,2,93.4,0.0021021210401294906,0.0008536583007336706
6183,low,PR,arapoti,2,93.3,0.0021021210401294906,0.0008527443196836344
6184,low,SP,sao bento do sapucai,3,93.09,0.003153181560194236,0.0008508249594785587
6185,med,MG,itatiaiucu,1,93.0,0.0010510605200647453,0.0008500023765335262
6186,med,PR,sao carlos do ivai,1,93.0,0.0010510605200647453,0.0008500023765335262
6187,low,SC,otacilio costa,2,92.99000000000001,0.0021021210401294906,0.0008499109784285227
6188,low,SP,piratininga,2,92.9,0.0021021210401294906,0.0008490883954834902
6189,med,AL,pau d'arco,1,92.9,0.0010510605200647453,0.0008490883954834902
6190,med,PR,pitanga,1,92.9,0.0010510605200647453,0.0008490883954834902
6191,low,PA,jacunda,2,92.89,0.0021021210401294906,0.0008489969973784865
6192,med,MG,vila pereira,1,92.8,0.0010510605200647453,0.0008481744144334541
6193,med,MG,simonesia,1,92.5,0.0010510605200647453,0.000845432471283346
6194,med,RS,aratiba,1,92.5,0.0010510605200647453,0.000845432471283346
6195,med,AC,epitaciolandia,1,92.34,0.0010510605200647453,0.0008439701016032883
6196,med,TO,formoso do araguaia,1,92.3,0.0010510605200647453,0.0008436045091832739
6197,med,BA,fatima,1,92.1,0.0010510605200647453,0.0008417765470832017
6198,low,RJ,goitacazes,2,92.05000000000001,0.0021021210401294906,0.0008413195565581837
6199,low,SP,sao miguel arcanjo,2,92.0,0.0021021210401294906,0.0008408625660331657
6200,med,SP,guapiacu,1,92.0,0.0010510605200647453,0.0008408625660331657
6201,med,MG,fronteira,1,91.99,0.0010510605200647453,0.0008407711679281621
6202,low,SC,schroeder,2,91.9,0.0021021210401294906,0.0008399485849831297
6203,low,MG,campina verde,3,91.89,0.003153181560194236,0.000839857186878126
6204,low,SC,correia pinto,2,91.89,0.0021021210401294906,0.000839857186878126
6205,low,SP,santa albertina,2,91.89,0.0021021210401294906,0.000839857186878126
6206,low,PR,missal,3,91.88,0.003153181560194236,0.0008397657887731225
6207,med,SP,cruzalia,1,91.8,0.0010510605200647453,0.0008390346039330935
6208,low,GO,campos belos,2,91.69,0.0021021210401294906,0.000838029224778054
6209,med,SP,monte castelo,1,91.5,0.0010510605200647453,0.0008362926607829856
6210,low,ES,dores do rio preto,2,91.49,0.0021021210401294906,0.0008362012626779819
6211,low,MG,perdizes,3,91.24000000000001,0.003153181560194236,0.0008339163100528918
6212,low,MA,barreirinhas,2,91.19,0.0021021210401294906,0.0008334593195278737
6213,med,BA,planalto,1,91.0,0.0010510605200647453,0.0008317227555328053
6214,med,CE,quixelo,1,91.0,0.0010510605200647453,0.0008317227555328053
6215,med,MG,lima duarte,1,91.0,0.0010510605200647453,0.0008317227555328053
6216,low,SP,cardoso,2,90.94,0.0021021210401294906,0.0008311743669027836
6217,low,SC,meleiro,2,90.9,0.0021021210401294906,0.0008308087744827692
6218,med,PR,alto parana,1,90.9,0.0010510605200647453,0.0008308087744827692
6219,low,RS,sao francisco de paula,3,90.8,0.003153181560194236,0.0008298947934327331
6220,low,BA,ruy barbosa,2,90.69999999999999,0.0021021210401294906,0.000828980812382697
6221,low,TO,paraiso do tocantins,3,90.47999999999999,0.003153181560194236,0.0008269700540726177
6222,low,SC,benedito novo,2,90.44,0.0021021210401294906,0.0008266044616526033
6223,low,MS,maracaju,2,90.3,0.0021021210401294906,0.0008253248881825529
6224,low,SE,nossa senhora do socorro,3,90.25,0.003153181560194236,0.0008248678976575349
6225,med,BA,santa ines,1,90.0,0.0010510605200647453,0.0008225829450324447
6226,med,MA,senador la rocque,1,90.0,0.0010510605200647453,0.0008225829450324447
6227,med,MG,sao joao das missoes,1,90.0,0.0010510605200647453,0.0008225829450324447
6228,med,MS,dois irmaos do buriti,1,90.0,0.0010510605200647453,0.0008225829450324447
6229,med,PB,manaira,1,90.0,0.0010510605200647453,0.0008225829450324447
6230,med,PI,luzilandia,1,90.0,0.0010510605200647453,0.0008225829450324447
6231,med,PR,novo itacolomi,1,90.0,0.0010510605200647453,0.0008225829450324447
6232,med,SP,quintana,1,90.0,0.0010510605200647453,0.0008225829450324447
6233,low,RN,pau dos ferros,2,89.99000000000001,0.0021021210401294906,0.0008224915469274412
6234,med,MG,tabuleiro,1,89.99000000000001,0.0010510605200647453,0.0008224915469274412
6235,med,AL,mata grande,1,89.99,0.0010510605200647453,0.0008224915469274411
6236,med,BA,coaraci,1,89.99,0.0010510605200647453,0.0008224915469274411
6237,med,BA,itacare,1,89.99,0.0010510605200647453,0.0008224915469274411
6238,med,CE,ocara,1,89.99,0.0010510605200647453,0.0008224915469274411
6239,med,ES,braco do rio,1,89.99,0.0010510605200647453,0.0008224915469274411
6240,med,GO,britania,1,89.99,0.0010510605200647453,0.0008224915469274411
6241,med,MA,cajapio,1,89.99,0.0010510605200647453,0.0008224915469274411
6242,med,MG,carbonita,1,89.99,0.0010510605200647453,0.0008224915469274411
6243,med,MG,chaveslandia,1,89.99,0.0010510605200647453,0.0008224915469274411
6244,med,MG,janauba,1,89.99,0.0010510605200647453,0.0008224915469274411
6245,med,MG,mata verde,1,89.99,0.0010510605200647453,0.0008224915469274411
6246,med,MG,palmopolis,1,89.99,0.0010510605200647453,0.0008224915469274411
6247,med,MG,vitorinos,1,89.99,0.0010510605200647453,0.0008224915469274411
6248,med,MT,conquista d'oeste,1,89.99,0.0010510605200647453,0.0008224915469274411
6249,med,PA,quatro bocas,1,89.99,0.0010510605200647453,0.0008224915469274411
6250,med,PB,brejo dos santos,1,89.99,0.0010510605200647453,0.0008224915469274411
6251,med,PE,gloria do goita,1,89.99,0.0010510605200647453,0.0008224915469274411
6252,med,PR,boa vista da aparecida,1,89.99,0.0010510605200647453,0.0008224915469274411
6253,med,PR,ivate,1,89.99,0.0010510605200647453,0.0008224915469274411
6254,med,PR,marilena,1,89.99,0.0010510605200647453,0.0008224915469274411
6255,med,PR,paranapoema,1,89.99,0.0010510605200647453,0.0008224915469274411
6256,med,RJ,silva jardim,1,89.99,0.0010510605200647453,0.0008224915469274411
6257,med,SP,pontes gestal,1,89.99,0.0010510605200647453,0.0008224915469274411
6258,med,SP,presidente bernardes,1,89.99,0.0010510605200647453,0.0008224915469274411
6259,med,SP,tapinas,1,89.99,0.0010510605200647453,0.0008224915469274411
6260,med,TO,peixe,1,89.99,0.0010510605200647453,0.0008224915469274411
6261,med,TO,tocantinopolis,1,89.99,0.0010510605200647453,0.0008224915469274411
6262,low,PR,santa terezinha de itaipu,2,89.94,0.0021021210401294906,0.0008220345564024232
6263,low,SP,mirandopolis,3,89.9,0.003153181560194236,0.0008216689639824088
6264,med,AL,coite do noia,1,89.9,0.0010510605200647453,0.0008216689639824088
6265,med,AL,igaci,1,89.9,0.0010510605200647453,0.0008216689639824088
6266,med,BA,itarantim,1,89.9,0.0010510605200647453,0.0008216689639824088
6267,med,BA,retirolandia,1,89.9,0.0010510605200647453,0.0008216689639824088
6268,med,BA,saude,1,89.9,0.0010510605200647453,0.0008216689639824088
6269,med,BA,vera cruz,1,89.9,0.0010510605200647453,0.0008216689639824088
6270,med,CE,oros,1,89.9,0.0010510605200647453,0.0008216689639824088
6271,med,CE,pacatuba,1,89.9,0.0010510605200647453,0.0008216689639824088
6272,med,CE,pentecoste,1,89.9,0.0010510605200647453,0.0008216689639824088
6273,med,ES,atilio vivacqua,1,89.9,0.0010510605200647453,0.0008216689639824088
6274,med,ES,santa leopoldina,1,89.9,0.0010510605200647453,0.0008216689639824088
6275,med,ES,vargem grande do soturno,1,89.9,0.0010510605200647453,0.0008216689639824088
6276,med,ES,vila nelita,1,89.9,0.0010510605200647453,0.0008216689639824088
6277,med,GO,goias,1,89.9,0.0010510605200647453,0.0008216689639824088
6278,med,GO,jaupaci,1,89.9,0.0010510605200647453,0.0008216689639824088
6279,med,MA,cedral,1,89.9,0.0010510605200647453,0.0008216689639824088
6280,med,MA,santa rita,1,89.9,0.0010510605200647453,0.0008216689639824088
6281,med,MG,borda da mata,1,89.9,0.0010510605200647453,0.0008216689639824088
6282,med,MG,braunas,1,89.9,0.0010510605200647453,0.0008216689639824088
6283,med,MG,buenopolis,1,89.9,0.0010510605200647453,0.0008216689639824088
6284,med,MG,carlos chagas,1,89.9,0.0010510605200647453,0.0008216689639824088
6285,med,MG,estrela do indaia,1,89.9,0.0010510605200647453,0.0008216689639824088
6286,med,MG,estrela do sul,1,89.9,0.0010510605200647453,0.0008216689639824088
6287,med,MG,francisco dumont,1,89.9,0.0010510605200647453,0.0008216689639824088
6288,med,MG,ilicinea,1,89.9,0.0010510605200647453,0.0008216689639824088
6289,med,MG,lamim,1,89.9,0.0010510605200647453,0.0008216689639824088
6290,med,MG,manga,1,89.9,0.0010510605200647453,0.0008216689639824088
6291,med,MG,montalvania,1,89.9,0.0010510605200647453,0.0008216689639824088
6292,med,MG,sao joao do oriente,1,89.9,0.0010510605200647453,0.0008216689639824088
6293,med,MG,tocantins,1,89.9,0.0010510605200647453,0.0008216689639824088
6294,med,MS,agua clara,1,89.9,0.0010510605200647453,0.0008216689639824088
6295,med,MS,bandeirantes,1,89.9,0.0010510605200647453,0.0008216689639824088
6296,med,MS,coronel sapucaia,1,89.9,0.0010510605200647453,0.0008216689639824088
6297,med,PA,concordia do para,1,89.9,0.0010510605200647453,0.0008216689639824088
6298,med,PE,jatauba,1,89.9,0.0010510605200647453,0.0008216689639824088
6299,med,PE,machados,1,89.9,0.0010510605200647453,0.0008216689639824088
6300,med,PR,abatia,1,89.9,0.0010510605200647453,0.0008216689639824088
6301,med,PR,bom sucesso,1,89.9,0.0010510605200647453,0.0008216689639824088
6302,med,PR,contenda,1,89.9,0.0010510605200647453,0.0008216689639824088
6303,med,PR,guapirama,1,89.9,0.0010510605200647453,0.0008216689639824088
6304,med,PR,rancho alegre,1,89.9,0.0010510605200647453,0.0008216689639824088
6305,med,PR,sao jorge d'oeste,1,89.9,0.0010510605200647453,0.0008216689639824088
6306,med,RJ,penedo,1,89.9,0.0010510605200647453,0.0008216689639824088
6307,med,RN,ceara-mirim,1,89.9,0.0010510605200647453,0.0008216689639824088
6308,med,RN,coronel joao pessoa,1,89.9,0.0010510605200647453,0.0008216689639824088
6309,med,RO,cujubim,1,89.9,0.0010510605200647453,0.0008216689639824088
6310,med,RR,bonfim,1,89.9,0.0010510605200647453,0.0008216689639824088
6311,med,RS,arroio dos ratos,1,89.9,0.0010510605200647453,0.0008216689639824088
6312,med,RS,entre-ijuis,1,89.9,0.0010510605200647453,0.0008216689639824088
6313,med,RS,lavras do sul,1,89.9,0.0010510605200647453,0.0008216689639824088
6314,med,RS,pedras altas,1,89.9,0.0010510605200647453,0.0008216689639824088
6315,med,RS,tenente portela,1,89.9,0.0010510605200647453,0.0008216689639824088
6316,med,SP,areias,1,89.9,0.0010510605200647453,0.0008216689639824088
6317,med,SP,caiua,1,89.9,0.0010510605200647453,0.0008216689639824088
6318,med,SP,catigua,1,89.9,0.0010510605200647453,0.0008216689639824088
6319,med,SP,oriente,1,89.9,0.0010510605200647453,0.0008216689639824088
6320,med,SP,redencao da serra,1,89.9,0.0010510605200647453,0.0008216689639824088
6321,med,SP,riversul,1,89.9,0.0010510605200647453,0.0008216689639824088
6322,med,SP,tapirai,1,89.9,0.0010510605200647453,0.0008216689639824088
6323,low,PR,siqueira campos,2,89.85,0.0021021210401294906,0.0008212119734573906
6324,low,SP,mogi-mirim,2,89.8,0.0021021210401294906,0.0008207549829323726
6325,med,SP,bananal,1,89.8,0.0010510605200647453,0.0008207549829323726
6326,med,SP,macaubal,1,89.8,0.0010510605200647453,0.0008207549829323726
6327,low,SC,quilombo,3,89.78999999999999,0.003153181560194236,0.0008206635848273689
6328,med,MG,capela nova,1,89.77,0.0010510605200647453,0.0008204807886173619
6329,med,PE,ipubi,1,89.77,0.0010510605200647453,0.0008204807886173619
6330,low,BA,ipira,2,89.69999999999999,0.0021021210401294906,0.0008198410018823364
6331,med,MG,fonseca,1,89.65,0.0010510605200647453,0.0008193840113573187
6332,low,GO,planaltina,3,89.58,0.003153181560194236,0.0008187442246222934
6333,med,AL,atalaia,1,89.58,0.0010510605200647453,0.0008187442246222934
6334,med,SC,piratuba,1,89.49,0.0010510605200647453,0.0008179216416772609
6335,med,SC,aguas mornas,1,89.15,0.0010510605200647453,0.0008148141061071383
6336,low,MG,novo cruzeiro,2,89.1,0.0021021210401294906,0.0008143571155821203
6337,low,MS,sidrolandia,4,89.0,0.004204242080258981,0.0008134431345320842
6338,med,CE,tiangua,1,89.0,0.0010510605200647453,0.0008134431345320842
6339,med,ES,governador lindenberg,1,89.0,0.0010510605200647453,0.0008134431345320842
6340,med,GO,araguapaz,1,89.0,0.0010510605200647453,0.0008134431345320842
6341,med,MG,arapua,1,89.0,0.0010510605200647453,0.0008134431345320842
6342,med,MG,guimarania,1,89.0,0.0010510605200647453,0.0008134431345320842
6343,med,MG,jacinto,1,89.0,0.0010510605200647453,0.0008134431345320842
6344,med,MG,pedralva,1,89.0,0.0010510605200647453,0.0008134431345320842
6345,med,MG,periquito,1,89.0,0.0010510605200647453,0.0008134431345320842
6346,med,MG,taparuba,1,89.0,0.0010510605200647453,0.0008134431345320842
6347,med,PB,lucena,1,89.0,0.0010510605200647453,0.0008134431345320842
6348,med,PB,sao francisco,1,89.0,0.0010510605200647453,0.0008134431345320842
6349,med,PI,buriti dos lopes,1,89.0,0.0010510605200647453,0.0008134431345320842
6350,med,PR,coronel domingos soares,1,89.0,0.0010510605200647453,0.0008134431345320842
6351,med,PR,grandes rios,1,89.0,0.0010510605200647453,0.0008134431345320842
6352,med,RN,jardim do serido,1,89.0,0.0010510605200647453,0.0008134431345320842
6353,med,RS,general camara,1,89.0,0.0010510605200647453,0.0008134431345320842
6354,med,RS,vanini,1,89.0,0.0010510605200647453,0.0008134431345320842
6355,med,SC,riqueza,1,89.0,0.0010510605200647453,0.0008134431345320842
6356,med,SE,aquidaba,1,89.0,0.0010510605200647453,0.0008134431345320842
6357,med,SP,analandia,1,89.0,0.0010510605200647453,0.0008134431345320842
6358,med,SP,pindorama,1,89.0,0.0010510605200647453,0.0008134431345320842
6359,med,SP,santa barbara d oeste,1,89.0,0.0010510605200647453,0.0008134431345320842
6360,low,MG,antonio pereira,2,88.99000000000001,0.0021021210401294906,0.0008133517364270807
6361,low,MG,rio pomba,2,88.99000000000001,0.0021021210401294906,0.0008133517364270807
6362,low,PR,goioere,2,88.99000000000001,0.0021021210401294906,0.0008133517364270807
6363,med,PE,custodia,1,88.99,0.0010510605200647453,0.0008133517364270806
6364,low,SP,sao pedro do turvo,2,88.9,0.0021021210401294906,0.0008125291534820482
6365,med,MA,alto alegre do maranhao,1,88.9,0.0010510605200647453,0.0008125291534820482
6366,med,RO,nova brasilandia d'oeste,1,88.9,0.0010510605200647453,0.0008125291534820482
6367,low,SC,pomerode,3,88.89,0.003153181560194236,0.0008124377553770446
6368,low,MG,alpinopolis,2,88.89,0.0021021210401294906,0.0008124377553770446
6369,med,PR,florai,1,88.89,0.0010510605200647453,0.0008124377553770446
6370,low,GO,padre bernardo,3,88.8,0.003153181560194236,0.0008116151724320122
6371,low,CE,morrinhos,2,88.8,0.0021021210401294906,0.0008116151724320122
6372,low,GO,campinorte,3,88.78999999999999,0.003153181560194236,0.0008115237743270084
6373,low,MG,goiana,2,88.7,0.0021021210401294906,0.0008107011913819761
6374,low,SC,sao lourenco do oeste,3,88.69999999999999,0.003153181560194236,0.000810701191381976
6375,med,SP,cabralia paulista,1,88.0,0.0010510605200647453,0.0008043033240317238
6376,low,TO,conceicao do tocantins,2,87.97999999999999,0.0021021210401294906,0.0008041205278217164
6377,low,RS,dom feliciano,3,87.86,0.003153181560194236,0.0008030237505616732
6378,low,RS,eldorado do sul,3,87.8,0.003153181560194236,0.0008024753619316516
6379,low,SC,fraiburgo,3,87.8,0.003153181560194236,0.0008024753619316516
6380,low,SP,sao simao,3,87.8,0.003153181560194236,0.0008024753619316516
6381,med,RO,urupa,1,87.67,0.0010510605200647453,0.0008012871865666047
6382,low,GO,cidade ocidental,3,87.59,0.003153181560194236,0.0008005560017265759
6383,low,MG,francisco badaro,2,87.56,0.0021021210401294906,0.0008002818074115653
6384,med,PE,xexeu,1,87.5,0.0010510605200647453,0.0007997334187815435
6385,low,MG,sao jose da barra,3,87.35,0.003153181560194236,0.0007983624472064893
6386,low,MG,uniao de minas,3,87.09,0.003153181560194236,0.0007959860964763958
6387,low,PA,paragominas,4,87.03999999999999,0.004204242080258981,0.0007955291059513776
6388,med,MS,anastacio,1,87.0,0.0010510605200647453,0.0007951635135313633
6389,med,PA,santa maria do para,1,87.0,0.0010510605200647453,0.0007951635135313633
6390,med,BA,itajuipe,1,86.99,0.0010510605200647453,0.0007950721154263596
6391,low,MG,carmopolis de minas,2,86.98,0.0021021210401294906,0.0007949807173213561
6392,med,MG,frei inocencio,1,86.9,0.0010510605200647453,0.0007942495324813273
6393,med,PE,lagoa do ouro,1,86.9,0.0010510605200647453,0.0007942495324813273
6394,med,RJ,travessao,1,86.9,0.0010510605200647453,0.0007942495324813273
6395,med,SP,mariapolis,1,86.9,0.0010510605200647453,0.0007942495324813273
6396,low,RJ,engenheiro paulo de frontin,3,86.87,0.003153181560194236,0.0007939753381663164
6397,low,MG,abre campo,3,86.79,0.003153181560194236,0.0007932441533262876
6398,low,SP,aracariguama,3,86.53,0.003153181560194236,0.0007908678025961938
6399,low,PE,joao alfredo,2,86.49000000000001,0.0021021210401294906,0.0007905022101761794
6400,low,PB,esperanca,3,86.48,0.003153181560194236,0.0007904108120711758
6401,low,ES,joao neiva,2,86.39,0.0021021210401294906,0.0007895882291261433
6402,med,BA,varzea nova,1,86.0,0.0010510605200647453,0.0007860237030310028
6403,med,PB,sao mamede,1,86.0,0.0010510605200647453,0.0007860237030310028
6404,med,MA,moncao,1,85.99,0.0010510605200647453,0.0007859323049259991
6405,med,AP,vitoria do jari,1,85.95,0.0010510605200647453,0.0007855667125059847
6406,low,SP,cajobi,2,85.94,0.0021021210401294906,0.000785475314400981
6407,med,ES,novo brasil,1,85.9,0.0010510605200647453,0.0007851097219809669
6408,med,PR,cerro azul,1,85.9,0.0010510605200647453,0.0007851097219809669
6409,med,SC,antonio carlos,1,85.9,0.0010510605200647453,0.0007851097219809669
6410,low,AP,santana,2,85.89,0.0021021210401294906,0.0007850183238759631
6411,low,SP,florida paulista,2,85.89,0.0021021210401294906,0.0007850183238759631
6412,med,MG,bom jesus da penha,1,85.89,0.0010510605200647453,0.0007850183238759631
6413,low,PR,andira,3,85.84,0.003153181560194236,0.0007845613333509451
6414,low,RS,manoel viana,2,85.8,0.0021021210401294906,0.0007841957409309307
6415,low,GO,neropolis,2,85.78999999999999,0.0021021210401294906,0.0007841043428259269
6416,low,SP,ocaucu,3,85.69999999999999,0.003153181560194236,0.0007832817598808945
6417,low,SP,itobi,2,85.69,0.0021021210401294906,0.0007831903617758909
6418,low,PR,vila nova,2,85.47,0.0021021210401294906,0.0007811796034658117
6419,low,RJ,quissama,3,85.13,0.003153181560194236,0.0007780720678956891
6420,med,BA,santo estevao,1,85.0,0.0010510605200647453,0.0007768838925306423
6421,med,SP,piquerobi,1,85.0,0.0010510605200647453,0.0007768838925306423
6422,low,CE,catarina,2,84.99,0.0021021210401294906,0.0007767924944256387
6423,low,CE,sao benedito,2,84.99,0.0021021210401294906,0.0007767924944256387
6424,med,BA,cotegipe,1,84.99,0.0010510605200647453,0.0007767924944256387
6425,med,GO,piranhas,1,84.99,0.0010510605200647453,0.0007767924944256387
6426,med,MA,sao joao dos patos,1,84.99,0.0010510605200647453,0.0007767924944256387
6427,med,MG,entre folhas,1,84.99,0.0010510605200647453,0.0007767924944256387
6428,med,MT,nova canaa do norte,1,84.99,0.0010510605200647453,0.0007767924944256387
6429,med,PA,mojui dos campos,1,84.99,0.0010510605200647453,0.0007767924944256387
6430,med,PB,conceicao,1,84.99,0.0010510605200647453,0.0007767924944256387
6431,med,PB,montadas,1,84.99,0.0010510605200647453,0.0007767924944256387
6432,med,PB,sao bento,1,84.99,0.0010510605200647453,0.0007767924944256387
6433,med,PE,feira nova,1,84.99,0.0010510605200647453,0.0007767924944256387
6434,med,PE,santo antonio das queimadas,1,84.99,0.0010510605200647453,0.0007767924944256387
6435,med,PI,lagoa do piaui,1,84.99,0.0010510605200647453,0.0007767924944256387
6436,med,PR,itapejara d'oeste,1,84.99,0.0010510605200647453,0.0007767924944256387
6437,med,PR,nova esperanca do sudoeste,1,84.99,0.0010510605200647453,0.0007767924944256387
6438,med,PR,serranopolis do iguacu,1,84.99,0.0010510605200647453,0.0007767924944256387
6439,med,RN,janduis,1,84.99,0.0010510605200647453,0.0007767924944256387
6440,med,RS,vila nova do sul,1,84.99,0.0010510605200647453,0.0007767924944256387
6441,med,SC,quilombo,1,84.99,0.0010510605200647453,0.0007767924944256387
6442,med,SE,tomar do geru,1,84.99,0.0010510605200647453,0.0007767924944256387
6443,med,SP,lindoia,1,84.99,0.0010510605200647453,0.0007767924944256387
6444,med,TO,cariri do tocantins,1,84.99,0.0010510605200647453,0.0007767924944256387
6445,med,MG,pirapetinga,1,84.97999999999999,0.0010510605200647453,0.0007767010963206349
6446,low,MA,mirinzal,2,84.97,0.0021021210401294906,0.0007766096982156314
6447,low,CE,ico,2,84.9,0.0021021210401294906,0.0007759699114806063
6448,low,MG,santa barbara,2,84.9,0.0021021210401294906,0.0007759699114806063
6449,low,PA,brasil novo,2,84.9,0.0021021210401294906,0.0007759699114806063
6450,low,RS,espumoso,2,84.9,0.0021021210401294906,0.0007759699114806063
6451,med,BA,santa brigida,1,84.9,0.0010510605200647453,0.0007759699114806063
6452,med,MG,cabo verde,1,84.9,0.0010510605200647453,0.0007759699114806063
6453,med,MG,matutina,1,84.9,0.0010510605200647453,0.0007759699114806063
6454,med,PB,serra branca,1,84.9,0.0010510605200647453,0.0007759699114806063
6455,med,SC,anchieta,1,84.9,0.0010510605200647453,0.0007759699114806063
6456,med,SP,lupercio,1,84.9,0.0010510605200647453,0.0007759699114806063
6457,low,CE,carire,2,84.89,0.0021021210401294906,0.0007758785133756027
6458,low,RS,tres coroas,2,84.89,0.0021021210401294906,0.0007758785133756027
6459,low,SC,ita,2,84.89,0.0021021210401294906,0.0007758785133756027
6460,med,RS,sao paulo das missoes,1,84.89,0.0010510605200647453,0.0007758785133756027
6461,med,TO,esperantina,1,84.44,0.0010510605200647453,0.0007717655986504404
6462,low,SP,quintana,2,84.0,0.0021021210401294906,0.0007677440820302819
6463,med,BA,iacu,1,84.0,0.0010510605200647453,0.0007677440820302819
6464,med,MG,rodeiro,1,84.0,0.0010510605200647453,0.0007677440820302819
6465,med,RS,cacapava do sul,1,84.0,0.0010510605200647453,0.0007677440820302819
6466,med,MT,cocalinho,1,83.97,0.0010510605200647453,0.000767469887715271
6467,low,BA,prado,2,83.9,0.0021021210401294906,0.0007668301009802458
6468,low,PR,corbelia,2,83.9,0.0021021210401294906,0.0007668301009802458
6469,low,RN,areia branca,2,83.9,0.0021021210401294906,0.0007668301009802458
6470,low,MG,delfinopolis,2,83.89,0.0021021210401294906,0.0007667387028752422
6471,low,MG,malacacheta,2,83.88,0.0021021210401294906,0.0007666473047702384
6472,low,RS,salto do jacui,3,83.87,0.003153181560194236,0.000766555906665235
6473,low,CE,granja,2,83.8,0.0021021210401294906,0.0007659161199302097
6474,low,SC,abelardo luz,2,83.8,0.0021021210401294906,0.0007659161199302097
6475,med,RS,senador salgado filho,1,83.8,0.0010510605200647453,0.0007659161199302097
6476,low,PA,barcarena,2,83.5,0.0021021210401294906,0.0007631741767801016
6477,med,SP,piratininga,1,83.5,0.0010510605200647453,0.0007631741767801016
6478,low,RJ,trajano de moraes,3,83.4,0.003153181560194236,0.0007622601957300655
6479,med,ES,mantenopolis,1,82.99,0.0010510605200647453,0.0007585128734249176
6480,med,RS,sao jose do hortencio,1,82.99,0.0010510605200647453,0.0007585128734249176
6481,med,PE,jatoba,1,82.95,0.0010510605200647453,0.0007581472810049033
6482,med,GO,ouro verde de goias,1,82.9,0.0010510605200647453,0.0007576902904798853
6483,low,MG,porteirinha,3,82.89,0.003153181560194236,0.0007575988923748816
6484,low,GO,itaguacu,2,82.89,0.0021021210401294906,0.0007575988923748816
6485,low,PE,carpina,2,82.89,0.0021021210401294906,0.0007575988923748816
6486,med,RJ,engenheiro paulo de frontin,1,82.8,0.0010510605200647453,0.0007567763094298492
6487,med,RS,tres forquilhas,1,82.8,0.0010510605200647453,0.0007567763094298492
6488,low,GO,jussara,3,82.78999999999999,0.003153181560194236,0.0007566849113248455
6489,med,MG,sao goncalo do rio preto,1,82.69,0.0010510605200647453,0.0007557709302748095
6490,low,MG,sao romao,3,82.49,0.003153181560194236,0.0007539429681747373
6491,low,MG,volta grande,2,82.48,0.0021021210401294906,0.0007538515700697339
6492,low,MG,alterosa,2,82.4,0.0021021210401294906,0.000753120385229705
